Old_Norse	bɔrkr								
Icelandic_St	ˈb̥œr̥kʏr								
Faroese	ˈb̥œɹ̥kʊɹ								
Norwegian	baɾk								
Stavangersk	bɔʁk								
Old_Swedish	ˈbarker								
Swedish	bark								
Övdalian	bɑrk								
Danish	b̥ɑːg̥								
Danish_Fjolde	ˈbɑɹəɡ								
Gutnish_Lau	bark								
English	bɑ:k								
German	'bɔrkə			
