Assamese	prani
Oriya	praɳi
English	'ænɪməl
Catalan	əni’mal
Brazilian	aniˈmau
Portuguese_St	ɐniˈmaɫ
Spanish	ani'mal
French	animal
Italian	ani'male
Old_Irish	anṽan(d)e
Cornish	ɛ'nɛval
Breton_St	ɑ̃ˈneval
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
